,Item,Quantity,Price Per Unit,Total Spent
5218,Juice,2,3.0,6.0
5221,Cake,1,3.0,3.0
5222,Salad,4,5.0,20.0
5225,Sandwich,5,4.0,20.0
5226,Sandwich,5,4.0,20.0
5227,Sandwich,4,4.0,16.0
5228,Tea,5,1.5,7.5
5230,Juice,5,3.0,15.0
5231,Coffee,5,2.0,10.0
5233,Cookie,2,1.0,2.0
5234,Cookie,3,1.0,3.0
5235,Coffee,5,2.0,10.0
5236,Salad,3,5.0,15.0
5237,Juice,1,3.0,3.0
5238,Salad,5,5.0,25.0
5239,Salad,2,5.0,10.0
5240,Tea,3,1.5,4.5
5244,Coffee,5,2.0,10.0
5246,Smoothie,4,4.0,16.0
5247,Juice,3,3.0,9.0
5248,Smoothie,1,4.0,4.0
5249,Smoothie,4,4.0,16.0
5251,Cake,2,3.0,6.0
5253,Sandwich,4,4.0,16.0
5254,Juice,1,3.0,3.0
5255,Sandwich,1,4.0,4.0
5257,Cookie,5,1.0,5.0
5258,Coffee,1,2.0,2.0
5259,Juice,4,3.0,12.0
5260,Juice,5,3.0,15.0
5261,Juice,3,3.0,9.0
5264,Smoothie,1,4.0,4.0
5265,Tea,1,1.5,1.5
5266,Cookie,5,1.0,5.0
5269,Cake,1,3.0,3.0
5270,Smoothie,5,4.0,20.0
5271,Salad,3,5.0,15.0
5272,Smoothie,5,4.0,20.0
5273,Coffee,2,2.0,4.0
5274,Sandwich,3,4.0,12.0
5277,Juice,2,3.0,6.0
5278,Cake,4,3.0,12.0
5280,Cake,3,3.0,9.0
5281,Cookie,4,1.0,4.0
5282,Cookie,4,1.0,4.0
5283,Coffee,1,2.0,2.0
5284,Salad,5,5.0,25.0
5285,Tea,2,1.5,3.0
5286,Cake,5,3.0,15.0
5287,Salad,5,5.0,25.0
5288,Coffee,4,2.0,8.0
5289,Sandwich,1,4.0,4.0
5290,Cake,4,3.0,12.0
5292,Cookie,2,1.0,2.0
5293,Cake,2,3.0,6.0
5294,Sandwich,3,4.0,12.0
5295,Salad,4,5.0,20.0
5296,Tea,2,1.5,3.0
5297,Smoothie,4,4.0,16.0
5298,Tea,1,1.5,1.5
5299,Cake,4,3.0,12.0
5301,Smoothie,4,4.0,16.0
5302,Juice,1,3.0,3.0
5303,Salad,3,5.0,15.0
5304,Coffee,5,2.0,10.0
5305,Cake,4,3.0,12.0
5306,Juice,3,3.0,9.0
5307,Sandwich,3,4.0,12.0
5308,Smoothie,4,4.0,16.0
5309,Sandwich,2,4.0,8.0
5310,Coffee,3,2.0,6.0
5311,Coffee,1,2.0,2.0
5312,Coffee,4,2.0,8.0
5313,Coffee,5,2.0,10.0
5314,Cake,3,3.0,9.0
5315,Coffee,4,2.0,8.0
5316,Juice,2,3.0,6.0
5317,Juice,4,3.0,12.0
5318,Sandwich,4,4.0,16.0
5319,Coffee,5,2.0,10.0
5320,Coffee,4,2.0,8.0
5321,Tea,3,1.5,4.5
5322,Juice,4,3.0,12.0
5323,Tea,5,1.5,7.5
5325,Smoothie,5,4.0,20.0
5326,Cookie,3,1.0,3.0
5327,Salad,2,5.0,10.0
5328,Tea,3,1.5,4.5
5330,Salad,2,5.0,10.0
5331,Sandwich,5,4.0,20.0
5332,Tea,3,1.5,4.5
5333,Cookie,2,1.0,2.0
5334,Salad,2,5.0,10.0
5336,Cake,2,3.0,6.0
5337,Cake,1,3.0,3.0
5338,Sandwich,2,4.0,8.0
5339,Cookie,4,1.0,4.0
5340,Sandwich,1,4.0,4.0
5341,Cake,1,3.0,3.0
5342,Cookie,5,1.0,5.0
5343,Sandwich,4,4.0,16.0
5344,Smoothie,3,4.0,12.0
5345,Salad,2,5.0,10.0
5346,Tea,1,1.5,1.5
5347,Salad,5,5.0,25.0
5348,Cookie,4,1.0,4.0
5349,Coffee,2,2.0,4.0
5350,Salad,2,5.0,10.0
5351,Salad,4,5.0,20.0
5352,Smoothie,4,4.0,16.0
5353,Salad,1,5.0,5.0
5354,Juice,4,3.0,12.0
5355,Sandwich,1,4.0,4.0
5357,Tea,3,1.5,4.5
5358,Coffee,5,2.0,10.0
5359,Juice,5,3.0,15.0
5360,Cookie,4,1.0,4.0
5361,Sandwich,3,4.0,12.0
5362,Sandwich,3,4.0,12.0
5363,Coffee,3,2.0,6.0
5364,Coffee,1,2.0,2.0
5368,Tea,4,1.5,6.0
5370,Sandwich,3,4.0,12.0
5373,Smoothie,4,4.0,16.0
5374,Juice,1,3.0,3.0
5375,Cake,1,3.0,3.0
5376,Sandwich,3,4.0,12.0
5377,Juice,2,3.0,6.0
5378,Juice,5,3.0,15.0
5379,Coffee,4,2.0,8.0
5380,Cookie,1,1.0,1.0
5382,Cookie,2,1.0,2.0
5383,Cookie,5,1.0,5.0
5384,Coffee,3,2.0,6.0
5385,Coffee,5,2.0,10.0
5386,Tea,3,1.5,4.5
5387,Coffee,4,2.0,8.0
5389,Juice,2,3.0,6.0
5390,Cookie,1,1.0,1.0
5391,Coffee,5,2.0,10.0
5392,Cookie,5,1.0,5.0
5393,Tea,3,1.5,4.5
5395,Coffee,5,2.0,10.0
5396,Tea,2,1.5,3.0
5397,Tea,5,1.5,7.5
5398,Sandwich,5,4.0,20.0
5399,Smoothie,1,4.0,4.0
5400,Salad,4,5.0,20.0
5401,Smoothie,4,4.0,16.0
5402,Cake,2,3.0,6.0
5403,Sandwich,2,4.0,8.0
5404,Coffee,2,2.0,4.0
5405,Tea,5,1.5,7.5
5407,Cookie,3,1.0,3.0
5408,Salad,2,5.0,10.0
5409,Salad,5,5.0,25.0
5410,Salad,2,5.0,10.0
5411,Coffee,3,2.0,6.0
5412,Juice,5,3.0,15.0
5413,Salad,2,5.0,10.0
5414,Juice,3,3.0,9.0
5415,Coffee,5,2.0,10.0
5416,Tea,3,1.5,4.5
5417,Salad,5,5.0,25.0
5418,Salad,3,5.0,15.0
5419,Juice,1,3.0,3.0
5420,Sandwich,2,4.0,8.0
5422,Juice,4,3.0,12.0
5423,Cake,1,3.0,3.0
5424,Cookie,4,1.0,4.0
5425,Tea,3,1.5,4.5
5427,Sandwich,1,4.0,4.0
5428,Smoothie,2,4.0,8.0
5429,Tea,5,1.5,7.5
5430,Coffee,5,2.0,10.0
5431,Tea,2,1.5,3.0
5432,Tea,2,1.5,3.0
5433,Tea,3,1.5,4.5
5434,Cookie,3,1.0,3.0
5435,Salad,1,5.0,5.0
5436,Cookie,1,1.0,1.0
5438,Cookie,5,1.0,5.0
5439,Cake,3,3.0,9.0
5440,Smoothie,3,4.0,12.0
5441,Sandwich,5,4.0,20.0
5442,Salad,3,5.0,15.0
5445,Smoothie,2,4.0,8.0
5446,Cake,5,3.0,15.0
5447,Salad,2,5.0,10.0
5449,Tea,1,1.5,1.5
5451,Smoothie,2,4.0,8.0
5453,Sandwich,1,4.0,4.0
5454,Cake,5,3.0,15.0
5455,Salad,4,5.0,20.0
5457,Cake,1,3.0,3.0
5458,Cake,1,3.0,3.0
5459,Cookie,4,1.0,4.0
5461,Cake,3,3.0,9.0
5462,Smoothie,2,4.0,8.0
5464,Coffee,5,2.0,10.0
5465,Cookie,2,1.0,2.0
5466,Sandwich,5,4.0,20.0
5467,Salad,5,5.0,25.0
5468,Cookie,2,1.0,2.0
5469,Cake,3,3.0,9.0
5470,Sandwich,5,4.0,20.0
5471,Cake,5,3.0,15.0
5472,Sandwich,5,4.0,20.0
5473,Cookie,1,1.0,1.0
5474,Sandwich,1,4.0,4.0
5475,Smoothie,5,4.0,20.0
5476,Cake,2,3.0,6.0
5477,Sandwich,1,4.0,4.0
5478,Tea,2,1.5,3.0
5479,Sandwich,3,4.0,12.0
5480,Salad,4,5.0,20.0
5481,Cake,2,3.0,6.0
5482,Tea,1,1.5,1.5
5483,Juice,2,3.0,6.0
5485,Tea,2,1.5,3.0
5486,Coffee,1,2.0,2.0
5487,Smoothie,5,4.0,20.0
5491,Sandwich,1,4.0,4.0
5492,Cake,4,3.0,12.0
5493,Cake,2,3.0,6.0
5494,Sandwich,1,4.0,4.0
5495,Sandwich,5,4.0,20.0
5496,Juice,5,3.0,15.0
5497,Cookie,5,1.0,5.0
5498,Coffee,1,2.0,2.0
5499,Salad,3,5.0,15.0
5500,Smoothie,3,4.0,12.0
5501,Coffee,4,2.0,8.0
5502,Cookie,5,1.0,5.0
5503,Cake,3,3.0,9.0
5504,Cookie,1,1.0,1.0
5505,Salad,5,5.0,25.0
5506,Coffee,4,2.0,8.0
5507,Sandwich,4,4.0,16.0
5508,Cookie,2,1.0,2.0
5509,Cake,4,3.0,12.0
5510,Juice,5,3.0,15.0
5511,Salad,2,5.0,10.0
5512,Cake,1,3.0,3.0
5513,Salad,1,5.0,5.0
5514,Sandwich,3,4.0,12.0
5515,Cookie,2,1.0,2.0
5516,Smoothie,5,4.0,20.0
5518,Tea,1,1.5,1.5
5519,Cake,2,3.0,6.0
5520,Juice,5,3.0,15.0
5521,Coffee,3,2.0,6.0
5522,Cake,2,3.0,6.0
5523,Sandwich,2,4.0,8.0
5524,Tea,4,1.5,6.0
5525,Sandwich,5,4.0,20.0
5526,Juice,4,3.0,12.0
5527,Juice,3,3.0,9.0
5528,Tea,4,1.5,6.0
5530,Juice,1,3.0,3.0
5534,Sandwich,1,4.0,4.0
5535,Coffee,4,2.0,8.0
5536,Coffee,5,2.0,10.0
5538,Tea,2,1.5,3.0
5540,Cake,2,3.0,6.0
5541,Tea,4,1.5,6.0
5542,Smoothie,1,4.0,4.0
5543,Cake,1,3.0,3.0
5544,Cookie,3,1.0,3.0
5545,Tea,3,1.5,4.5
5546,Smoothie,4,4.0,16.0
5547,Cookie,5,1.0,5.0
5548,Tea,1,1.5,1.5
5549,Salad,5,5.0,25.0
5552,Sandwich,5,4.0,20.0
5554,Coffee,5,2.0,10.0
5555,Cookie,2,1.0,2.0
5556,Smoothie,5,4.0,20.0
5557,Cookie,4,1.0,4.0
5558,Cake,3,3.0,9.0
5559,Coffee,1,2.0,2.0
5560,Smoothie,4,4.0,16.0
5561,Cake,5,3.0,15.0
5562,Sandwich,2,4.0,8.0
5563,Juice,5,3.0,15.0
5564,Sandwich,3,4.0,12.0
5565,Cookie,5,1.0,5.0
5566,Cookie,4,1.0,4.0
5569,Cookie,5,1.0,5.0
5571,Cookie,1,1.0,1.0
5572,Salad,4,5.0,20.0
5573,Salad,3,5.0,15.0
5574,Cake,2,3.0,6.0
5577,Tea,3,1.5,4.5
5578,Juice,3,3.0,9.0
5579,Tea,1,1.5,1.5
5581,Salad,3,5.0,15.0
5583,Cookie,3,1.0,3.0
5584,Juice,3,3.0,9.0
5585,Coffee,3,2.0,6.0
5586,Tea,3,1.5,4.5
5587,Smoothie,2,4.0,8.0
5588,Cookie,1,1.0,1.0
5589,Juice,1,3.0,3.0
5591,Salad,3,5.0,15.0
5592,Coffee,4,2.0,8.0
5594,Coffee,1,2.0,2.0
5596,Tea,1,1.5,1.5
5598,Coffee,2,2.0,4.0
5599,Coffee,5,2.0,10.0
5600,Tea,4,1.5,6.0
5601,Juice,2,3.0,6.0
5602,Cookie,4,1.0,4.0
5603,Cake,4,3.0,12.0
5604,Cookie,3,1.0,3.0
5605,Tea,2,1.5,3.0
5607,Smoothie,3,4.0,12.0
5608,Smoothie,3,4.0,12.0
5610,Smoothie,2,4.0,8.0
5612,Coffee,3,2.0,6.0
5613,Smoothie,4,4.0,16.0
5614,Cookie,4,1.0,4.0
5615,Sandwich,3,4.0,12.0
5616,Coffee,1,2.0,2.0
5617,Sandwich,2,4.0,8.0
5618,Tea,2,1.5,3.0
5620,Coffee,1,2.0,2.0
5621,Cookie,4,1.0,4.0
5622,Cake,4,3.0,12.0
5623,Smoothie,5,4.0,20.0
5625,Juice,2,3.0,6.0
5626,Tea,4,1.5,6.0
5627,Sandwich,4,4.0,16.0
5629,Tea,2,1.5,3.0
5630,Sandwich,4,4.0,16.0
5631,Salad,3,5.0,15.0
5632,Smoothie,3,4.0,12.0
5633,Cookie,3,1.0,3.0
5637,Cookie,5,1.0,5.0
5638,Salad,5,5.0,25.0
5640,Tea,5,1.5,7.5
5641,Smoothie,2,4.0,8.0
5643,Tea,2,1.5,3.0
5644,Salad,5,5.0,25.0
5645,Cake,1,3.0,3.0
5646,Juice,5,3.0,15.0
5648,Salad,4,5.0,20.0
5649,Coffee,4,2.0,8.0
5651,Cake,4,3.0,12.0
5652,Smoothie,5,4.0,20.0
5653,Cake,2,3.0,6.0
5654,Salad,4,5.0,20.0
5655,Sandwich,3,4.0,12.0
5658,Sandwich,3,4.0,12.0
5659,Cookie,4,1.0,4.0
5660,Cake,5,3.0,15.0
5662,Cookie,1,1.0,1.0
5664,Cake,4,3.0,12.0
5665,Cookie,4,1.0,4.0
5667,Cake,3,3.0,9.0
5670,Coffee,3,2.0,6.0
5671,Juice,5,3.0,15.0
5672,Cake,4,3.0,12.0
5673,Smoothie,5,4.0,20.0
5674,Tea,4,1.5,6.0
5675,Juice,5,3.0,15.0
5677,Salad,3,5.0,15.0
5678,Cake,5,3.0,15.0
5679,Sandwich,5,4.0,20.0
5680,Sandwich,1,4.0,4.0
5682,Cookie,5,1.0,5.0
5683,Juice,2,3.0,6.0
5684,Coffee,5,2.0,10.0
5686,Cookie,1,1.0,1.0
5687,Juice,5,3.0,15.0
5688,Tea,5,1.5,7.5
5689,Sandwich,3,4.0,12.0
5690,Salad,3,5.0,15.0
5691,Sandwich,5,4.0,20.0
5692,Juice,1,3.0,3.0
5694,Juice,3,3.0,9.0
5696,Coffee,5,2.0,10.0
5697,Cookie,4,1.0,4.0
5698,Smoothie,5,4.0,20.0
5699,Sandwich,2,4.0,8.0
5701,Sandwich,1,4.0,4.0
5702,Sandwich,3,4.0,12.0
5703,Coffee,1,2.0,2.0
5704,Sandwich,3,4.0,12.0
5705,Tea,2,1.5,3.0
5706,Cake,4,3.0,12.0
5707,Juice,5,3.0,15.0
5708,Salad,2,5.0,10.0
5709,Cake,5,3.0,15.0
5711,Cookie,1,1.0,1.0
5712,Cake,2,3.0,6.0
5713,Coffee,3,2.0,6.0
5715,Smoothie,4,4.0,16.0
5717,Coffee,2,2.0,4.0
5718,Juice,3,3.0,9.0
5719,Cookie,3,1.0,3.0
5720,Juice,4,3.0,12.0
5721,Juice,4,3.0,12.0
5722,Coffee,4,2.0,8.0
5723,Sandwich,5,4.0,20.0
5724,Tea,1,1.5,1.5
5725,Sandwich,3,4.0,12.0
5726,Sandwich,3,4.0,12.0
5727,Cookie,5,1.0,5.0
5728,Tea,1,1.5,1.5
5729,Salad,4,5.0,20.0
5730,Cake,4,3.0,12.0
5731,Smoothie,3,4.0,12.0
5732,Smoothie,4,4.0,16.0
5733,Coffee,4,2.0,8.0
5734,Cake,4,3.0,12.0
5735,Cake,3,3.0,9.0
5736,Sandwich,5,4.0,20.0
5737,Cake,3,3.0,9.0
5738,Cake,3,3.0,9.0
5739,Coffee,5,2.0,10.0
5740,Juice,2,3.0,6.0
5741,Salad,1,5.0,5.0
5742,Salad,3,5.0,15.0
5744,Sandwich,2,4.0,8.0
5745,Cake,2,3.0,6.0
5747,Cookie,1,1.0,1.0
5750,Cookie,2,1.0,2.0
5751,Coffee,2,2.0,4.0
5752,Coffee,4,2.0,8.0
5753,Coffee,3,2.0,6.0
5754,Coffee,3,2.0,6.0
5755,Salad,2,5.0,10.0
5757,Salad,5,5.0,25.0
5758,Cookie,2,1.0,2.0
5759,Cake,3,3.0,9.0
5760,Salad,2,5.0,10.0
5761,Cake,5,3.0,15.0
5762,Coffee,1,2.0,2.0
5763,Sandwich,1,4.0,4.0
5764,Juice,3,3.0,9.0
5766,Cookie,3,1.0,3.0
5767,Sandwich,4,4.0,16.0
5769,Tea,4,1.5,6.0
5770,Juice,5,3.0,15.0
5771,Tea,5,1.5,7.5
5772,Salad,3,5.0,15.0
5773,Tea,4,1.5,6.0
5774,Smoothie,4,4.0,16.0
5775,Cookie,2,1.0,2.0
5776,Juice,3,3.0,9.0
5777,Smoothie,1,4.0,4.0
5778,Juice,3,3.0,9.0
5779,Cake,5,3.0,15.0
5780,Smoothie,2,4.0,8.0
5781,Smoothie,4,4.0,16.0
5782,Smoothie,4,4.0,16.0
5783,Cake,5,3.0,15.0
5784,Cookie,5,1.0,5.0
5785,Juice,2,3.0,6.0
5786,Coffee,3,2.0,6.0
5787,Cookie,4,1.0,4.0
5788,Tea,1,1.5,1.5
5789,Cookie,4,1.0,4.0
5790,Salad,4,5.0,20.0
5791,Tea,3,1.5,4.5
5792,Salad,5,5.0,25.0
5793,Tea,4,1.5,6.0
5794,Sandwich,2,4.0,8.0
5795,Salad,2,5.0,10.0
5796,Smoothie,2,4.0,8.0
5797,Coffee,1,2.0,2.0
5798,Juice,4,3.0,12.0
5799,Smoothie,5,4.0,20.0
5800,Coffee,4,2.0,8.0
5801,Smoothie,3,4.0,12.0
5802,Cake,1,3.0,3.0
5803,Smoothie,1,4.0,4.0
5804,Coffee,3,2.0,6.0
5805,Cookie,2,1.0,2.0
5809,Juice,5,3.0,15.0
5810,Smoothie,2,4.0,8.0
5811,Coffee,1,2.0,2.0
5812,Salad,3,5.0,15.0
5814,Tea,5,1.5,7.5
5815,Cookie,5,1.0,5.0
5816,Sandwich,2,4.0,8.0
5818,Cookie,1,1.0,1.0
5819,Salad,5,5.0,25.0
5821,Smoothie,2,4.0,8.0
5823,Juice,5,3.0,15.0
5825,Tea,5,1.5,7.5
5826,Cookie,5,1.0,5.0
5827,Tea,3,1.5,4.5
5828,Cake,5,3.0,15.0
5829,Coffee,2,2.0,4.0
5831,Salad,5,5.0,25.0
5832,Cookie,2,1.0,2.0
5834,Cookie,5,1.0,5.0
5835,Salad,5,5.0,25.0
5836,Coffee,3,2.0,6.0
5837,Smoothie,1,4.0,4.0
5838,Tea,4,1.5,6.0
5839,Coffee,1,2.0,2.0
5842,Salad,1,5.0,5.0
5843,Cookie,2,1.0,2.0
5846,Juice,1,3.0,3.0
5847,Juice,3,3.0,9.0
5848,Sandwich,4,4.0,16.0
5852,Smoothie,4,4.0,16.0
5853,Juice,1,3.0,3.0
5854,Juice,5,3.0,15.0
5855,Cake,3,3.0,9.0
5856,Cookie,4,1.0,4.0
5857,Sandwich,1,4.0,4.0
5860,Juice,1,3.0,3.0
5861,Cookie,4,1.0,4.0
5863,Cake,2,3.0,6.0
5864,Sandwich,3,4.0,12.0
5868,Sandwich,1,4.0,4.0
5869,Sandwich,1,4.0,4.0
5870,Juice,3,3.0,9.0
5873,Cookie,2,1.0,2.0
5874,Tea,5,1.5,7.5
5875,Coffee,4,2.0,8.0
5876,Tea,2,1.5,3.0
5877,Cake,5,3.0,15.0
5878,Cookie,1,1.0,1.0
5880,Juice,3,3.0,9.0
5882,Sandwich,3,4.0,12.0
5883,Juice,1,3.0,3.0
5884,Juice,2,3.0,6.0
5887,Juice,5,3.0,15.0
5888,Tea,2,1.5,3.0
5889,Salad,2,5.0,10.0
5890,Smoothie,2,4.0,8.0
5894,Cake,2,3.0,6.0
5897,Tea,3,1.5,4.5
5898,Coffee,5,2.0,10.0
5900,Tea,1,1.5,1.5
5901,Cookie,5,1.0,5.0
5902,Sandwich,1,4.0,4.0
5903,Juice,4,3.0,12.0
5904,Salad,3,5.0,15.0
5905,Juice,4,3.0,12.0
5906,Tea,2,1.5,3.0
5907,Coffee,5,2.0,10.0
5908,Coffee,3,2.0,6.0
5909,Coffee,5,2.0,10.0
5910,Sandwich,4,4.0,16.0
5911,Salad,5,5.0,25.0
5912,Sandwich,1,4.0,4.0
5913,Smoothie,2,4.0,8.0
5914,Salad,4,5.0,20.0
5915,Smoothie,2,4.0,8.0
5916,Cake,3,3.0,9.0
5917,Coffee,4,2.0,8.0
5918,Sandwich,5,4.0,20.0
5919,Sandwich,1,4.0,4.0
5920,Juice,1,3.0,3.0
5923,Sandwich,2,4.0,8.0
5924,Coffee,3,2.0,6.0
5925,Smoothie,1,4.0,4.0
5926,Salad,2,5.0,10.0
5929,Cookie,3,1.0,3.0
5931,Cake,3,3.0,9.0
5932,Smoothie,2,4.0,8.0
5934,Cake,1,3.0,3.0
5935,Smoothie,1,4.0,4.0
5937,Salad,4,5.0,20.0
5939,Cookie,3,1.0,3.0
5940,Salad,1,5.0,5.0
5941,Cake,3,3.0,9.0
5942,Cake,2,3.0,6.0
5943,Sandwich,4,4.0,16.0
5944,Coffee,5,2.0,10.0
5945,Tea,1,1.5,1.5
5946,Tea,2,1.5,3.0
5947,Salad,1,5.0,5.0
5948,Tea,3,1.5,4.5
5949,Cookie,4,1.0,4.0
5950,Salad,5,5.0,25.0
5951,Salad,2,5.0,10.0
5952,Cake,2,3.0,6.0
5953,Juice,4,3.0,12.0
5954,Coffee,3,2.0,6.0
5955,Juice,4,3.0,12.0
5957,Sandwich,5,4.0,20.0
5958,Salad,4,5.0,20.0
5959,Juice,5,3.0,15.0
5960,Cake,2,3.0,6.0
5962,Cookie,4,1.0,4.0
5964,Tea,3,1.5,4.5
5967,Smoothie,5,4.0,20.0
5968,Sandwich,1,4.0,4.0
5969,Cookie,4,1.0,4.0
5970,Smoothie,4,4.0,16.0
5972,Juice,2,3.0,6.0
5973,Coffee,3,2.0,6.0
5974,Cake,3,3.0,9.0
5975,Salad,5,5.0,25.0
5976,Salad,1,5.0,5.0
5977,Coffee,4,2.0,8.0
5978,Smoothie,2,4.0,8.0
5979,Tea,1,1.5,1.5
5980,Smoothie,5,4.0,20.0
5981,Coffee,4,2.0,8.0
5982,Salad,1,5.0,5.0
5983,Tea,2,1.5,3.0
5984,Sandwich,4,4.0,16.0
5985,Coffee,3,2.0,6.0
5987,Juice,4,3.0,12.0
5988,Cake,4,3.0,12.0
5989,Tea,5,1.5,7.5
5990,Salad,4,5.0,20.0
5992,Cake,2,3.0,6.0
5994,Cake,5,3.0,15.0
5997,Juice,4,3.0,12.0
5998,Coffee,2,2.0,4.0
5999,Coffee,1,2.0,2.0
6001,Cake,1,3.0,3.0
6002,Smoothie,2,4.0,8.0
6004,Cake,2,3.0,6.0
6005,Smoothie,3,4.0,12.0
6006,Cookie,3,1.0,3.0
6007,Coffee,5,2.0,10.0
6008,Cookie,2,1.0,2.0
6009,Coffee,5,2.0,10.0
6011,Smoothie,1,4.0,4.0
6012,Cookie,3,1.0,3.0
6013,Cookie,1,1.0,1.0
6014,Tea,2,1.5,3.0
6015,Cake,1,3.0,3.0
6016,Tea,1,1.5,1.5
6017,Salad,3,5.0,15.0
6018,Sandwich,5,4.0,20.0
6019,Cookie,1,1.0,1.0
6020,Cookie,2,1.0,2.0
6021,Salad,2,5.0,10.0
6022,Juice,2,3.0,6.0
6024,Sandwich,2,4.0,8.0
6025,Sandwich,2,4.0,8.0
6026,Salad,2,5.0,10.0
6027,Juice,3,3.0,9.0
6028,Cake,4,3.0,12.0
6029,Sandwich,3,4.0,12.0
6030,Sandwich,3,4.0,12.0
6032,Sandwich,2,4.0,8.0
6033,Juice,4,3.0,12.0
6034,Sandwich,1,4.0,4.0
6035,Coffee,2,2.0,4.0
6036,Cookie,2,1.0,2.0
6039,Tea,5,1.5,7.5
6040,Tea,5,1.5,7.5
6041,Juice,5,3.0,15.0
6043,Salad,4,5.0,20.0
6045,Coffee,3,2.0,6.0
6046,Tea,5,1.5,7.5
6047,Cookie,1,1.0,1.0
6048,Smoothie,1,4.0,4.0
6049,Tea,1,1.5,1.5
6050,Salad,2,5.0,10.0
6051,Juice,2,3.0,6.0
6052,Juice,3,3.0,9.0
6053,Cookie,3,1.0,3.0
6054,Cookie,4,1.0,4.0
6055,Coffee,3,2.0,6.0
6056,Smoothie,5,4.0,20.0
6057,Salad,3,5.0,15.0
6058,Juice,5,3.0,15.0
6060,Smoothie,1,4.0,4.0
6061,Salad,5,5.0,25.0
6062,Juice,2,3.0,6.0
6063,Cake,4,3.0,12.0
6064,Tea,5,1.5,7.5
6065,Tea,4,1.5,6.0
6067,Coffee,4,2.0,8.0
6068,Salad,2,5.0,10.0
6070,Tea,3,1.5,4.5
6071,Salad,2,5.0,10.0
6072,Juice,5,3.0,15.0
6073,Cake,4,3.0,12.0
6074,Smoothie,3,4.0,12.0
6075,Cake,4,3.0,12.0
6076,Cake,3,3.0,9.0
6078,Tea,5,1.5,7.5
6081,Tea,4,1.5,6.0
6082,Coffee,1,2.0,2.0
6083,Cookie,4,1.0,4.0
6084,Tea,5,1.5,7.5
6086,Smoothie,1,4.0,4.0
6089,Tea,4,1.5,6.0
6090,Cake,1,3.0,3.0
6091,Coffee,5,2.0,10.0
6093,Cookie,4,1.0,4.0
6094,Cookie,1,1.0,1.0
6095,Cake,4,3.0,12.0
6096,Cake,3,3.0,9.0
6097,Salad,1,5.0,5.0
6098,Salad,2,5.0,10.0
6099,Cake,2,3.0,6.0
6101,Coffee,3,2.0,6.0
6102,Cake,5,3.0,15.0
6103,Juice,5,3.0,15.0
6104,Coffee,3,2.0,6.0
6105,Salad,4,5.0,20.0
6106,Salad,5,5.0,25.0
6107,Cake,1,3.0,3.0
6108,Smoothie,2,4.0,8.0
6109,Cake,3,3.0,9.0
6110,Sandwich,5,4.0,20.0
6112,Cookie,2,1.0,2.0
6113,Juice,4,3.0,12.0
6114,Tea,3,1.5,4.5
6115,Cookie,2,1.0,2.0
6116,Coffee,5,2.0,10.0
6117,Juice,3,3.0,9.0
6118,Tea,3,1.5,4.5
6119,Smoothie,5,4.0,20.0
6121,Tea,4,1.5,6.0
6122,Cake,1,3.0,3.0
6123,Smoothie,4,4.0,16.0
6124,Sandwich,2,4.0,8.0
6125,Sandwich,3,4.0,12.0
6126,Salad,2,5.0,10.0
6128,Tea,2,1.5,3.0
6129,Salad,5,5.0,25.0
6130,Coffee,4,2.0,8.0
6132,Sandwich,4,4.0,16.0
6133,Sandwich,1,4.0,4.0
6134,Salad,4,5.0,20.0
6135,Coffee,2,2.0,4.0
6138,Cake,5,3.0,15.0
6139,Cookie,2,1.0,2.0
6140,Juice,3,3.0,9.0
6143,Tea,1,1.5,1.5
6145,Coffee,5,2.0,10.0
6146,Smoothie,5,4.0,20.0
6147,Smoothie,4,4.0,16.0
6148,Cake,3,3.0,9.0
6149,Cake,5,3.0,15.0
6150,Cake,2,3.0,6.0
6151,Juice,4,3.0,12.0
6152,Sandwich,2,4.0,8.0
6153,Cake,4,3.0,12.0
6154,Coffee,4,2.0,8.0
6155,Salad,2,5.0,10.0
6156,Juice,1,3.0,3.0
6157,Salad,3,5.0,15.0
6158,Juice,4,3.0,12.0
6159,Sandwich,1,4.0,4.0
6160,Cookie,1,1.0,1.0
6161,Cake,1,3.0,3.0
6162,Cookie,4,1.0,4.0
6163,Cookie,1,1.0,1.0
6164,Salad,2,5.0,10.0
6165,Sandwich,2,4.0,8.0
6167,Cake,2,3.0,6.0
6168,Sandwich,2,4.0,8.0
6169,Cake,4,3.0,12.0
6170,Juice,2,3.0,6.0
6172,Cookie,4,1.0,4.0
6173,Coffee,1,2.0,2.0
6175,Cake,4,3.0,12.0
6179,Cake,4,3.0,12.0
6180,Coffee,2,2.0,4.0
6181,Cookie,2,1.0,2.0
6182,Coffee,1,2.0,2.0
6183,Tea,1,1.5,1.5
6184,Cookie,4,1.0,4.0
6185,Tea,2,1.5,3.0
6186,Salad,4,5.0,20.0
6189,Salad,2,5.0,10.0
6190,Cake,5,3.0,15.0
6191,Sandwich,2,4.0,8.0
6193,Salad,2,5.0,10.0
6194,Tea,5,1.5,7.5
6195,Sandwich,4,4.0,16.0
6198,Juice,1,3.0,3.0
6199,Tea,3,1.5,4.5
6200,Cookie,4,1.0,4.0
6201,Tea,3,1.5,4.5
6202,Cake,3,3.0,9.0
6203,Sandwich,1,4.0,4.0
6204,Sandwich,1,4.0,4.0
6206,Salad,4,5.0,20.0
6207,Sandwich,3,4.0,12.0
6208,Juice,3,3.0,9.0
